id,relation_name,relation_description,relation_name_embedding,description_embedding,combined_embedding,dbscan_labels,agg_labels,final_cluster
73,hasSurveyPeriod,Relates the variable to the specific survey period of 2015 and 2016.,"[-0.01066773  0.01933253  0.05045037 ... -0.01004363  0.00912925
 -0.00502544]","[-0.02483389  0.02638601  0.02716207 ... -0.02505216 -0.00644493
  0.0099372 ]","[-0.01066773  0.01933253  0.05045037 ... -0.02505216 -0.00644493
  0.0099372 ]",0,13,DBSCAN_0_AGG_13
74,considerAnalyticGoals,The objectives or aims that should be taken into account when using this variable for analysis.,"[ 0.00736179  0.04469659  0.0044587  ... -0.02255279  0.01281741
  0.03236851]",[0.02342281 0.00902451 0.04877331 ... 0.01488022 0.00846337 0.01766613],[0.00736179 0.04469659 0.0044587  ... 0.01488022 0.00846337 0.01766613],-1,42,DBSCAN_-1_AGG_42
75,isComparedWith,Comparability of education indicator with marital status across different years.,"[-0.03190372 -0.02187644  0.01638299 ... -0.0096935  -0.01319123
  0.02454667]","[-0.00905279  0.02162135  0.00301198 ... -0.00038377 -0.02761163
 -0.00177166]","[-0.03190372 -0.02187644  0.01638299 ... -0.00038377 -0.02761163
 -0.00177166]",0,4,DBSCAN_0_AGG_4
76,associatedWith,Age category is associated with the marital status of the respondent.,"[-0.007203   -0.00376039  0.05635285 ...  0.0246941  -0.00331186
  0.03424072]","[-0.01025878  0.04205191  0.01723717 ...  0.00864279 -0.01359364
  0.03011663]","[-0.007203   -0.00376039  0.05635285 ...  0.00864279 -0.01359364
  0.03011663]",0,14,DBSCAN_0_AGG_14
77,recordedIn,Marital status data is recorded within specific survey periods from 2002 to 2016 (excluding 2015).,"[-0.00530901  0.01418461  0.0161388  ... -0.01915553  0.01359761
 -0.00549477]","[-0.00888377  0.05195415  0.04725067 ... -0.01439096 -0.00697972
  0.01377605]","[-0.00530901  0.01418461  0.0161388  ... -0.01439096 -0.00697972
  0.01377605]",0,34,DBSCAN_0_AGG_34
78,categorizedBy,The respondent is categorized by their age.,"[-0.0236231   0.00476947  0.01282824 ...  0.00552452 -0.02457999
 -0.00290616]","[ 0.00476821  0.0233289   0.00055725 ... -0.00610634  0.01923156
  0.00113074]","[-0.0236231   0.00476947  0.01282824 ... -0.00610634  0.01923156
  0.00113074]",0,25,DBSCAN_0_AGG_25
79,hasAgeCategory,Links the respondent to their age category recode with 3 levels.,"[-0.02694565 -0.01167939 -0.00013219 ...  0.0121351  -0.0244319
  0.01070917]","[-0.00572823  0.02296881  0.04132709 ...  0.00527067 -0.01379665
  0.02031426]","[-0.02694565 -0.01167939 -0.00013219 ...  0.00527067 -0.01379665
  0.02031426]",0,0,DBSCAN_0_AGG_0
80,hasMaritalStatus,Links the respondent to their marital status.,"[-0.02075591  0.04365646  0.00965084 ...  0.01639321 -0.04248132
  0.03654686]","[-0.02807791  0.02035016  0.00511284 ...  0.02423301 -0.0303545
  0.03928377]","[-0.02075591  0.04365646  0.00965084 ...  0.02423301 -0.0303545
  0.03928377]",0,32,DBSCAN_0_AGG_32
81,hasSurveyYear,Associates the survey to the year it was conducted.,"[-0.0357114   0.03646873  0.01114161 ... -0.0174479   0.00130987
 -0.00574921]","[-0.02024795  0.01832682  0.06656256 ... -0.03137397  0.00035913
  0.02049674]","[-0.0357114   0.03646873  0.01114161 ... -0.03137397  0.00035913
  0.02049674]",0,13,DBSCAN_0_AGG_13
82,affectsDataComparability,Indicates that the method of survey administration influences the comparability of marital status data.,"[-0.00950484 -0.01873703  0.04416911 ...  0.00477893  0.00427528
  0.03632288]","[ 0.0016944   0.03141567  0.0203132  ...  0.0016414  -0.03512084
  0.01328121]","[-0.00950484 -0.01873703  0.04416911 ...  0.0016414  -0.03512084
  0.01328121]",0,4,DBSCAN_0_AGG_4
83,hasAgeCategory,Links the survey respondent to their recoded age category.,"[-0.02689667 -0.01170666 -0.00010529 ...  0.01212555 -0.02444216
  0.01071457]","[ 0.01036467  0.01827365 -0.00127758 ...  0.00018799 -0.01275177
  0.00487709]","[-0.02689667 -0.01170666 -0.00010529 ...  0.00018799 -0.01275177
  0.00487709]",0,0,DBSCAN_0_AGG_0
84,hasMaritalStatus,Links the survey respondent to their marital status.,"[-0.02075591  0.04365646  0.00965084 ...  0.01639321 -0.04248132
  0.03654686]","[-0.01821598  0.01838783 -0.0091264  ...  0.01336739 -0.04124373
  0.03351053]","[-0.02075591  0.04365646  0.00965084 ...  0.01336739 -0.04124373
  0.03351053]",0,32,DBSCAN_0_AGG_32
85,belongsToSurveyYear,Links marital status data to the specific survey year.,"[-0.03583384  0.04797335  0.01594007 ... -0.00641779 -0.00154006
  0.00042308]","[-0.02860386  0.04979385  0.03086482 ... -0.00553082 -0.02304346
  0.0290245 ]","[-0.03583384  0.04797335  0.01594007 ... -0.00553082 -0.02304346
  0.0290245 ]",0,13,DBSCAN_0_AGG_13
86,isComparedTo,The 2016 onward interviewer-administered marital status variable is considered comparable with 2002-2014 interviewer-administered data.,"[-0.04384988 -0.02439167  0.004334   ...  0.00027949 -0.01754271
  0.0251496 ]","[-0.01198319  0.01634605  0.02620072 ... -0.00808483 -0.04598062
  0.02302559]","[-0.04384988 -0.02439167  0.004334   ... -0.00808483 -0.04598062
  0.02302559]",0,4,DBSCAN_0_AGG_4
87,isNotComparableTo,"Due to the change in administration method, marital status data from 2015 is not considered comparable with other years.","[-0.04430608 -0.00946813  0.01554357 ...  0.01788076 -0.02528186
  0.03528402]","[-0.01747846  0.03841778  0.01132326 ... -0.01898823 -0.01407568
  0.03065989]","[-0.04430608 -0.00946813  0.01554357 ... -0.01898823 -0.01407568
  0.03065989]",0,4,DBSCAN_0_AGG_4
88,hasAgeCategory,"Age category of the respondent, divided into six levels.","[-0.02690419 -0.01170994 -0.00014369 ...  0.01212894 -0.02441959
  0.01076903]","[ 0.00052817  0.03899971  0.05216943 ... -0.00838073  0.00729812
  0.0152458 ]","[-0.02690419 -0.01170994 -0.00014369 ... -0.00838073  0.00729812
  0.0152458 ]",0,0,DBSCAN_0_AGG_0
89,isCategorizedBy,Categorizes respondents by age into 7 levels.,"[-0.04695521  0.00238199  0.00281168 ...  0.00533452 -0.0295253
  0.0433323 ]","[-0.01184665  0.03330571  0.04736062 ... -0.02423887 -0.00273597
 -0.00869664]","[-0.04695521  0.00238199  0.00281168 ... -0.02423887 -0.00273597
 -0.00869664]",0,25,DBSCAN_0_AGG_25
90,hasAdministrationMode,Indicates whether the survey questions were self-administered or interviewer-administered.,"[-0.04367315  0.03319278  0.03408346 ...  0.00080904 -0.02525086
 -0.00970102]","[ 0.01176823  0.01493365  0.01802214 ... -0.02948863 -0.02070831
 -0.02027047]","[-0.04367315  0.03319278  0.03408346 ... -0.02948863 -0.02070831
 -0.02027047]",-1,4,DBSCAN_-1_AGG_4
91,hasMaritalStatus,Captures the marital status of the respondent.,"[-0.02075591  0.04365646  0.00965084 ...  0.01639321 -0.04248132
  0.03654686]","[-0.00440123  0.05343127  0.00590141 ...  0.01145347 -0.02435918
  0.02707184]","[-0.02075591  0.04365646  0.00965084 ...  0.01145347 -0.02435918
  0.02707184]",0,32,DBSCAN_0_AGG_32
92,hasSurveyYear,The specific year the survey data was collected.,"[-0.0357114   0.03646873  0.01114161 ... -0.0174479   0.00130987
 -0.00574921]","[-0.00636919  0.02298712  0.04241395 ... -0.03655752  0.01251908
  0.00411175]","[-0.0357114   0.03646873  0.01114161 ... -0.03655752  0.01251908
  0.00411175]",0,13,DBSCAN_0_AGG_13
93,isComparableWith,Marital status data from 2015 is generally not comparable with other years.,"[-0.02372249 -0.01653678 -0.02485345 ...  0.01209571 -0.01286807
  0.02373628]","[-0.01866182  0.0535044   0.01323227 ... -0.00533066 -0.01764303
  0.01952479]","[-0.02372249 -0.01653678 -0.02485345 ... -0.00533066 -0.01764303
  0.01952479]",0,4,DBSCAN_0_AGG_4
94,hasPregnancyAgeCategory,Links an individual respondent to the categorizations of their age at pregnancy.,"[-9.10758786e-03  8.34986009e-03  2.20781006e-02 ...  7.27780571e-05
 -1.52288377e-02  2.33261213e-02]","[-0.01216756  0.01958648  0.01277265 ...  0.00427509  0.00103013
  0.00366342]","[-0.00910759  0.00834986  0.0220781  ...  0.00427509  0.00103013
  0.00366342]",0,32,DBSCAN_0_AGG_32
95,isAccompaniedBy,Marital status question is accompanied by the Pregnancy Age Category Recode variable.,"[ 0.00290733  0.01148231  0.04531024 ... -0.01494093 -0.00916882
 -0.00187439]","[ 0.02649866  0.06484631  0.0087117  ...  0.0008142  -0.00939167
  0.03632794]","[ 0.00290733  0.01148231  0.04531024 ...  0.0008142  -0.00939167
  0.03632794]",-1,4,DBSCAN_-1_AGG_4
96,hasDataCollectionMethod,Marital status question was self-administered during the 2015 survey period.,"[-0.01441933 -0.00586408  0.04842768 ... -0.00762165 -0.01643936
  0.01149559]","[ 0.01181917  0.0418836  -0.00101707 ... -0.01934534 -0.01041724
  0.02972904]","[-0.01441933 -0.00586408  0.04842768 ... -0.01934534 -0.01041724
  0.02972904]",0,4,DBSCAN_0_AGG_4
97,hasDataCollectionMethod,Marital status question was interviewer-administered during the survey period from 2002 to 2014.,"[-0.01441933 -0.00586408  0.04842768 ... -0.00762165 -0.01643936
  0.01149559]","[-0.00622674  0.02280667  0.01882848 ... -0.01898909 -0.0167529
  0.00893241]","[-0.01441933 -0.00586408  0.04842768 ... -0.01898909 -0.0167529
  0.00893241]",0,4,DBSCAN_0_AGG_4
98,hasDataCollectionMethod,Marital status question was interviewer-administered during the 2016 survey period.,"[-0.01441933 -0.00586408  0.04842768 ... -0.00762165 -0.01643936
  0.01149559]","[ 0.00795678  0.03664154  0.01112518 ... -0.01838583 -0.01668127
  0.02217229]","[-0.01441933 -0.00586408  0.04842768 ... -0.01838583 -0.01668127
  0.02217229]",0,4,DBSCAN_0_AGG_4
99,isComparableWith,Marital status question is comparable with the same questions from the period of 2002 to 2014.,"[-0.02372249 -0.01653678 -0.02485345 ...  0.01209571 -0.01286807
  0.02373628]","[-0.00932517  0.0063082   0.01871338 ... -0.01157607 -0.00602763
  0.03329066]","[-0.02372249 -0.01653678 -0.02485345 ... -0.01157607 -0.00602763
  0.03329066]",0,4,DBSCAN_0_AGG_4
100,isComparableWith,Marital status question is comparable with the same questions from the 2016 survey period.,"[-0.02372249 -0.01653678 -0.02485345 ...  0.01209571 -0.01286807
  0.02373628]","[ 0.00209375  0.02020884  0.01314223 ... -0.01654275 -0.01373165
  0.03259324]","[-0.02372249 -0.01653678 -0.02485345 ... -0.01654275 -0.01373165
  0.03259324]",0,4,DBSCAN_0_AGG_4
101,isReflectedIn,The variable reflects the changes in how marital status questions were administered.,"[-0.03286089  0.03082552 -0.02752173 ...  0.00650802 -0.00130437
  0.02162211]","[-0.01005965  0.05478951  0.01564834 ... -0.00242854 -0.03956117
  0.01738253]","[-0.03286089  0.03082552 -0.02752173 ... -0.00242854 -0.03956117
  0.01738253]",-1,4,DBSCAN_-1_AGG_4
102,mayAffectComparability,Administration method changes may affect the comparability of marital status data over different years.,"[-0.00704319 -0.03908874 -0.00927321 ...  0.0124129  -0.01882278
  0.02617687]","[-0.01042065  0.03441954  0.04712375 ... -0.01596643 -0.01501854
  0.02271246]","[-0.00704319 -0.03908874 -0.00927321 ... -0.01596643 -0.01501854
  0.02271246]",0,4,DBSCAN_0_AGG_4
103,belongsTo,This variable belongs to the NSDUH survey dataset.,"[-0.01320839  0.02003915  0.04594617 ...  0.00354282  0.0120756
 -0.02351683]","[-0.03182432  0.0096997   0.03334838 ... -0.00922182 -0.01902485
  0.00191153]","[-0.01320839  0.02003915  0.04594617 ... -0.00922182 -0.01902485
  0.00191153]",2,45,DBSCAN_2_AGG_45
104,isCategorizedBy,The question is categorized by detailed age categories for DUI incidents,"[-0.04695521  0.00238199  0.00281168 ...  0.00533452 -0.0295253
  0.0433323 ]","[-0.02610462  0.00880977 -0.0301307  ...  0.00691578  0.00785014
  0.04202136]","[-0.04695521  0.00238199  0.00281168 ...  0.00691578  0.00785014
  0.04202136]",0,25,DBSCAN_0_AGG_25
105,hasComparison,The marital status question comparison across different survey periods,"[-0.01012513 -0.0552109  -0.00313378 ... -0.01355234 -0.01269945
 -0.00206571]","[ 0.01248039  0.01625898  0.02603644 ...  0.00241506 -0.01504542
  0.01698988]","[-0.01012513 -0.0552109  -0.00313378 ...  0.00241506 -0.01504542
  0.01698988]",0,4,DBSCAN_0_AGG_4
106,hasSurveyPeriod,The marital status data is compared based on the survey year,"[-0.01066773  0.01933253  0.05045037 ... -0.01004363  0.00912925
 -0.00502544]","[-0.01660188  0.05231367  0.03579743 ... -0.00433398 -0.01759286
  0.01761733]","[-0.01066773  0.01933253  0.05045037 ... -0.00433398 -0.01759286
  0.01761733]",0,13,DBSCAN_0_AGG_13
107,classifiedBy,Classifies the respondent by gender,"[-0.01315622  0.03071364  0.01398906 ...  0.01083374 -0.00813884
 -0.02157268]","[ 0.0124436   0.02883655  0.01528337 ...  0.00123417 -0.00811811
 -0.00436936]","[-0.01315622  0.03071364  0.01398906 ...  0.00123417 -0.00811811
 -0.00436936]",0,25,DBSCAN_0_AGG_25
108,classifiedBy,Classifies the respondent by age category,"[-0.01315622  0.03071364  0.01398906 ...  0.01083374 -0.00813884
 -0.02157268]","[-0.00096036  0.02536489  0.01048638 ...  0.00385813  0.00095953
 -0.00317729]","[-0.01315622  0.03071364  0.01398906 ...  0.00385813  0.00095953
 -0.00317729]",0,25,DBSCAN_0_AGG_25
109,appliedIn,Indicates the gender data is applied in a specific survey period,"[-0.03706983  0.04007636  0.02808224 ... -0.0075563   0.01215404
  0.02504373]","[ 0.02633978  0.06024099  0.04672057 ... -0.02357311  0.00079534
  0.01049711]","[-0.03706983  0.04007636  0.02808224 ... -0.02357311  0.00079534
  0.01049711]",3,9,DBSCAN_3_AGG_9
110,appliedIn,Indicates the age data is applied in a specific survey period,"[-0.03706983  0.04007636  0.02808224 ... -0.0075563   0.01215404
  0.02504373]","[ 0.0119052   0.0430066   0.04354195 ... -0.02211513  0.00636368
  0.01511731]","[-0.03706983  0.04007636  0.02808224 ... -0.02211513  0.00636368
  0.01511731]",3,9,DBSCAN_3_AGG_9
111,comparedWith,This entity can be compared with corresponding variables in 2002 to 2014 and should be considered before pooling or comparing with 2015 data.,"[-0.01065578 -0.02465995 -0.0010275  ...  0.02074692  0.00526552
 -0.00042265]","[-0.03741932 -0.01259227 -0.00691847 ... -0.0381873   0.01100334
  0.02997782]","[-0.01065578 -0.02465995 -0.0010275  ... -0.0381873   0.01100334
  0.02997782]",0,4,DBSCAN_0_AGG_4
112,hasSurveyMethod,Reflects the change in survey from self-administration in 2015 to interviewer administration in 2016.,"[-0.02182039  0.03395235  0.0076307  ... -0.02490696 -0.0074235
 -0.01528999]","[-0.01877995  0.02279532  0.02132385 ... -0.04484244 -0.03102558
 -0.01203987]","[-0.02182039  0.03395235  0.0076307  ... -0.04484244 -0.03102558
 -0.01203987]",0,13,DBSCAN_0_AGG_13
113,isCategorizedBy,The gender categories are broken down by race.,"[-0.04695521  0.00238199  0.00281168 ...  0.00533452 -0.0295253
  0.0433323 ]","[ 0.01798759  0.04274304  0.02942334 ... -0.00981578 -0.00094873
 -0.01305571]","[-0.04695521  0.00238199  0.00281168 ... -0.00981578 -0.00094873
 -0.01305571]",0,25,DBSCAN_0_AGG_25
114,hasSurveyPeriod,Reflects the survey period for the marital status question.,"[-0.01066773  0.01933253  0.05045037 ... -0.01004363  0.00912925
 -0.00502544]","[-0.00895808  0.04325202  0.03431294 ... -0.00862888 -0.02128415
  0.01504198]","[-0.01066773  0.01933253  0.05045037 ... -0.00862888 -0.02128415
  0.01504198]",0,13,DBSCAN_0_AGG_13
115,hasQuestionFormatChange,Relates the survey to the changes in administration format impacting the comparability of marital status data.,"[-0.01362901 -0.00414647  0.01514166 ... -0.01982402  0.00301389
  0.00774566]","[-0.01217005  0.02783547  0.0414598  ...  0.00125097 -0.03227486
  0.00892342]","[-0.01362901 -0.00414647  0.01514166 ...  0.00125097 -0.03227486
  0.00892342]",-1,4,DBSCAN_-1_AGG_4
116,isRelatedTo,Indicates that the educational category variable reflects changes in marital status question administration which may affect data comparability across different years.,"[-0.07861263 -0.00178027  0.01128954 ...  0.04753632 -0.0251042
  0.03051516]","[-0.01947424  0.03613933  0.01390656 ...  0.0075923  -0.02771188
 -0.00738351]","[-0.07861263 -0.00178027  0.01128954 ...  0.0075923  -0.02771188
 -0.00738351]",0,14,DBSCAN_0_AGG_14
117,hasSurveyMethod,Indicates the mode of administration for the marital status questions in the survey,"[-0.02182039  0.03395235  0.0076307  ... -0.02490696 -0.0074235
 -0.01528999]","[ 0.01993935  0.05839287  0.0325796  ... -0.01446502 -0.03748119
  0.01623652]","[-0.02182039  0.03395235  0.0076307  ... -0.01446502 -0.03748119
  0.01623652]",0,13,DBSCAN_0_AGG_13
118,hasMaritalStatusVariable,Links the overall health recode to the marital status variable,"[-0.02798877  0.04947908 -0.00069896 ...  0.00530079 -0.05150418
  0.03089042]","[-0.02149627  0.04366386  0.02724446 ...  0.01806973 -0.04730018
  0.04220933]","[-0.02798877  0.04947908 -0.00069896 ...  0.01806973 -0.04730018
  0.04220933]",0,32,DBSCAN_0_AGG_32
119,isComparableWith,Indicates the years with which the marital status variable is comparable,"[-0.02372249 -0.01653678 -0.02485345 ...  0.01209571 -0.01286807
  0.02373628]","[-0.02371141  0.02734174  0.0208046  ... -0.00018217 -0.0291696
  0.0212108 ]","[-0.02372249 -0.01653678 -0.02485345 ... -0.00018217 -0.0291696
  0.0212108 ]",0,4,DBSCAN_0_AGG_4
120,hasEnrollmentStatus,Indicates whether the survey respondent is currently enrolled in school.,"[-0.03547153 -0.000665    0.04215331 ... -0.01818606 -0.03242115
  0.00308124]","[-0.00550612  0.02810547  0.0062375  ... -0.00693694  0.00709024
 -0.00745434]","[-0.03547153 -0.000665    0.04215331 ... -0.00693694  0.00709024
 -0.00745434]",4,32,DBSCAN_4_AGG_32
121,enrolledIn,"Defines the type of school the respondent is enrolled in, if applicable.","[-0.01456278  0.00666592 -0.00528544 ... -0.01038311  0.00512549
  0.0057514 ]","[-0.04714748  0.00906589  0.00730847 ... -0.01414424 -0.00868411
  0.00228617]","[-0.01456278  0.00666592 -0.00528544 ... -0.01414424 -0.00868411
  0.00228617]",4,32,DBSCAN_4_AGG_32
122,attendsGrade,Indicates the grade level or academic year the respondent is currently attending or will be attending after their vacation.,"[ 0.01001386  0.00658864  0.028958   ...  0.00843578 -0.04081173
 -0.00566143]","[-0.03375598  0.02920247  0.03285618 ... -0.01946831  0.03078393
 -0.01274029]","[ 0.01001386  0.00658864  0.028958   ... -0.01946831  0.03078393
 -0.01274029]",5,32,DBSCAN_5_AGG_32
123,hasStudentStatus,"Relates the respondent to their student status, indicating whether they are full-time or part-time.","[-0.05540135 -0.00664288 -0.02718743 ...  0.00711214 -0.01322711
  0.02387332]","[-0.04547833  0.00070476  0.01805522 ...  0.00091661 -0.00854053
  0.00451047]","[-0.05540135 -0.00664288 -0.02718743 ...  0.00091661 -0.00854053
  0.00451047]",4,32,DBSCAN_4_AGG_32
124,hasReason,Links the days missed from school to the reason such as sickness or injury.,"[-0.01520654 -0.01436896  0.03656075 ... -0.00379147 -0.04332644
  0.00356784]","[-0.06500068  0.02004621  0.01965621 ...  0.01487216 -0.03515237
  0.01505416]","[-0.01520654 -0.01436896  0.03656075 ...  0.01487216 -0.03515237
  0.01505416]",0,20,DBSCAN_0_AGG_20
